BSSID,SSID,frequency,latitude,longitude,WEP,WPA Personal,WPA Enterprise,WPA2 Personal,WPA2 Enterprise,WPA3 Personal,WPA3 Enterprise,Open,Wi-Fi Protected Setup,Mobile Hotspot,Fast Transition,Access Point,Ad Hoc,Wi-Fi 6
"be:8f:a9:6f:b7:4f","","5745","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"b8:f8:53:00:86:cf","Fios-8Kt5B","5280","40.7082936","-74.0185931","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"78:6a:1f:77:b5:b2","ARRIS-67E5-5G","5240","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"b8:f8:53:00:86:ce","Fios-8Kt5B","5765","40.7082936","-74.0185931","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"30:87:d9:9f:97:3c","LinkNYC Private","5500","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"b8:50:01:ed:90:92","CV-CORP","5240","40.7092419","-74.0107596","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"b8:50:01:ed:90:90","CONVENE","5240","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"00:dc:b2:13:19:10","OPS_WIFI","5825","40.7160743","-73.9954326","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"ac:86:74:8b:a1:b0","Uncle Rico 5GHz","5180","40.7160743","-73.9954326","false","true","false","true","false","false","false","false","false","false","false","true","false","false"
"6a:f8:53:0d:47:44","","5320","40.7510079","-73.9404956","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"0e:8d:cb:dc:b3:8d","Secure_Net","5260","40.7160743","-73.9954326","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"c8:99:b2:80:2f:ba","Verizon_VSGP9Q","5280","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"1a:e8:29:ab:21:50","","5240","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"38:35:fb:e7:cc:77","MySpectrumWiFi70-5G","5180","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"00:1a:dd:3d:03:c8","jaimontour-wifi1","5180","40.7160743","-73.9954326","false","true","false","true","false","false","false","false","false","false","false","true","false","false"
"a4:13:4e:36:59:29","PJ Private 4","2452","40.7127802","-74.0160768","false","true","false","false","false","false","false","false","false","false","false","true","false","false"
"58:2f:f7:63:45:7f","MalangosWiFi","5220","40.7510079","-73.9404956","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"a0:64:8f:94:90:e6","SpectrumSetup-E7","5785","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"16:91:82:29:c8:60","Linksys02350_5GHz-guest","5240","40.7456465","-73.9753128","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"d8:38:fc:16:13:fc","Carrier WiFi","5680","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"4a:5d:36:ca:66:dd","","5785","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"d8:38:fc:16:13:fd","Carrier WiFi4","5680","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"b8:50:01:ed:90:94","","5240","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"b8:50:01:ed:90:93","","5240","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"d8:38:fc:16:1d:3c","Carrier WiFi","5260","40.7456465","-73.9753128","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"d8:38:fc:16:1d:3d","Carrier WiFi4","5260","40.7456465","-73.9753128","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"b0:e4:d5:68:ad:23","DUKE","5745","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"de:dc:e2:98:45:1e","A7371","2437","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"44:1e:98:ac:03:8c","Spectrum Free Trial","5680","40.7600849","-73.9649122","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"94:8f:cf:89:5b:33","Jsiv22-5G","5240","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"ae:86:74:d5:ee:d5","","5805","40.7160743","-73.9954326","false","false","false","false","false","false","true","false","false","false","false","true","false","false"
"30:87:d9:df:9c:7c","Carrier WiFi2","5500","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"a0:64:8f:94:90:e5","SpectrumSetup-E7","2412","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"d8:a7:56:8d:0c:5e","MySpectrumWiFi58-2G","2462","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"ec:8c:a2:96:85:ec","LinkNYC Private","5320","40.7456465","-73.9753128","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"1a:e8:29:9b:21:50","WSM Nest","5240","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"ec:8c:a2:96:78:5c","LinkNYC Private","5540","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"ec:8c:a2:d6:e2:fc","Carrier WiFi2","5260","40.7456465","-73.9753128","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"8e:15:54:ac:26:00","InsiderGuest","5805","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"d8:38:fc:96:04:88","LinkNYC Private","2462","40.7160743","-73.9954326","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"30:f7:72:93:b7:33","WIFI93B730","2412","40.7406798","-73.9196323","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"3c:bd:c5:92:fb:67","I Love NYC","5805","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"b4:2a:0e:3f:ed:99","TC8715D92-5G","5240","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"b4:2a:0e:3f:ed:98","TC8715D92","2412","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"74:3e:2b:29:80:bc","Carrier WiFi","5805","40.7296324","-73.9869729","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"d8:38:fc:96:1b:3c","LinkNYC Private","5560","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"74:3e:2b:29:80:bd","Carrier WiFi4","5805","40.7296324","-73.9869729","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"0c:f4:d5:d2:bd:5e","zero","5745","40.7127802","-74.0160768","false","false","false","true","false","false","false","false","false","false","true","true","false","false"
"7e:45:58:38:b1:85","Canal Loft Employee","5220","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"de:cb:ac:33:c2:ef","","5180","40.7456465","-73.9753128","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"20:c0:47:2c:47:b0","Fios-DTGIP-5G","5745","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"f4:69:42:05:20:79","Queerfi","5785","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"62:f8:53:44:a0:c2","","5320","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"f8:e7:1e:ab:ce:cc","LinkNYC Private","5680","40.7456465","-73.9753128","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"bc:9f:e4:a0:b8:d0","","5500","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"bc:9f:e4:a0:b8:d2","DPNYC","5500","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"0c:f4:d5:d2:bd:5c","","5745","40.7127802","-74.0160768","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"bc:9f:e4:a0:b8:d3","","5500","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"40:70:09:82:b0:45","hesuru-5G","5200","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"28:56:5a:b4:bb:08","Gharago","5785","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"d8:38:fc:96:04:8c","LinkNYC Private","5500","40.7160743","-73.9954326","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"9e:15:54:ac:25:b8","Vor-Tech","5745","40.7092419","-74.0107596","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"ec:8c:a2:d6:e2:f8","Carrier WiFi2","2437","40.7456465","-73.9753128","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"ec:8c:a2:96:85:cc","LinkNYC Private","5500","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"1e:e8:29:65:cd:1b","160","5220","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"e0:1c:41:13:b1:29","Shipley","5825","40.7092419","-74.0107596","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"30:87:d9:1f:99:1c","Carrier WiFi","5540","40.7456465","-73.9753128","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"30:87:d9:1f:99:1d","Carrier WiFi4","5540","40.7456465","-73.9753128","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"60:5f:8d:00:3b:ab","","5200","40.7600849","-73.9649122","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"ec:8c:a2:96:85:c8","LinkNYC Private","2437","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"e8:ad:a6:32:9b:8f","TheBlackSwordsman-5G","5745","40.7406798","-73.9196323","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"e8:ad:a6:5f:49:ef","MBODR-5G","5745","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"f0:72:ea:8b:bd:55","SunnysideUp","5745","40.7459372","-73.92002","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"a6:18:98:73:99:ac","","5560","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"18:78:d4:35:24:ce","Fios-Z0Z0Z-5G","5180","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"d8:47:32:95:d7:16","X","2447","40.7160743","-73.9954326","false","true","false","true","false","false","false","false","true","false","false","true","false","false"
"c2:a5:11:2f:df:94","Empire67","2427","40.7082936","-74.0185931","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"38:94:ed:6b:3d:54","NETGEAR85","2442","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"30:87:d9:9f:97:7c","LinkNYC Private","5260","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"56:d4:f7:91:ff:57","","5240","40.7406798","-73.9196323","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"56:d4:f7:91:ff:56","","2442","40.7406798","-73.9196323","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"14:22:db:bd:de:23","","5180","40.7600849","-73.9649122","false","false","false","false","false","false","true","false","false","false","false","true","false","false"
"e0:63:da:a8:67:ac","THE_BEAST_NEXT_DOOR_TOAST","5785","40.7488859","-73.940882","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"14:22:db:bd:de:27","","5180","40.7600849","-73.9649122","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"30:87:d9:df:97:7c","Carrier WiFi2","5260","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"14:22:db:bd:de:25","Ira's Network","5180","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"fa:6a:1f:33:b0:f1","Waterloo","5785","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"d8:38:fc:96:1b:4c","LinkNYC Private","5320","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"00:f7:6f:d3:2e:47","Shadow","5260","40.7418223","-73.9185727","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"00:f7:6f:d3:2e:46","Shadow","2462","40.7418223","-73.9185727","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"02:92:bf:6b:69:55","","5805","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"e2:cb:ac:35:f3:dc","PRIVD","5745","40.7127802","-74.0160768","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"f8:e7:1e:6b:ce:cc","LinkNYC Free Wi-Fi","5680","40.7456465","-73.9753128","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"28:76:10:1c:6e:5b","20WestTo225RectorPl","5765","40.7127802","-74.0160768","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"34:fa:9f:e4:af:7d","AIR A/V Lounge","5765","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"82:b4:16:f6:b9:03","timur","5745","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"a2:9f:10:b1:0e:32","DIRECT-Nexar(5G)-181290","5220","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"5c:5b:35:8b:09:b2","REMO","5240","40.7406798","-73.9196323","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"ac:86:74:d5:ee:d8","MB Guest","5240","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"5c:5b:35:8b:09:b3","T-Mobile","5240","40.7406798","-73.9196323","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"ac:86:74:d5:ee:d9","MB Staff","5240","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"30:87:d9:5f:8b:78","LinkNYC Free Wi-Fi","2412","40.7456465","-73.9753128","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"5c:5b:35:8b:09:b1","PRODUCT_DEMO_NETWORK","5240","40.7406798","-73.9196323","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"ba:69:f4:29:32:6d","nycmesh-wds","5180","40.7296324","-73.9869729","false","true","false","true","false","false","false","false","false","false","false","true","false","false"
"0a:8d:cb:dc:b3:8d","Champion_Guest","5260","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"72:a2:22:cd:83:39","","5320","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"62:f8:53:80:df:90","","5805","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"ac:86:74:d5:ee:d0","MB Guest","5805","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"ac:86:74:d5:ee:d1","MB Staff","5805","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"34:fa:9f:e4:af:78","RemoteLock","2412","40.7296324","-73.9869729","true","false","false","false","false","false","false","false","false","false","false","true","false","false"
"30:87:d9:5f:8b:7c","LinkNYC Free Wi-Fi","5540","40.7456465","-73.9753128","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"48:00:33:dc:0c:8e","TC8715D88","2412","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"24:5a:4c:7a:a2:6c","LeDistrict_Internal","5220","40.7127802","-74.0160768","false","false","false","true","false","false","false","false","false","false","true","true","false","false"
"0c:d9:96:38:8d:cb","M4m786iA","5805","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"c8:99:b2:18:fe:d3","Trocheverizon5G","2412","40.7406798","-73.9196323","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"34:53:d2:4f:e5:86","SpectrumSetup-80","2412","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"60:5f:8d:00:3b:a8","Sommaestro","5200","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"58:fb:96:ae:e3:7c","Spectrum Free Trial","5320","40.7456465","-73.9753128","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"30:87:d9:9f:9c:7c","LinkNYC Private","5500","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"62:bd:c5:71:83:d8","","5805","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"0c:d9:96:38:8d:ce","Dmpm49Bjfk10","5805","40.7456465","-73.9753128","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"60:5f:8d:00:3b:a5","","5200","40.7600849","-73.9649122","false","false","false","false","false","false","true","false","false","false","false","true","false","false"
"0c:d9:96:38:8d:cc","","5805","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"18:78:d4:03:51:70","Fios-W0Q2S-5G","5240","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"ac:86:74:d0:59:b1","MB Staff","5745","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"80:2a:a8:be:66:56","Chinatown-Lumber-AP","5825","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"38:ff:36:49:fa:68","TWVHCorp","2437","40.7247562","-73.9572912","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"ec:8c:a2:d6:75:7c","Carrier WiFi2","5300","40.7456465","-73.9753128","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"00:f6:63:92:89:af","PAWANET-WIRELESS","5500","40.7092419","-74.0107596","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"b8:f8:53:6e:6e:12","06B402707189","2437","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"0c:d9:96:38:8d:c8","Jt9x11w3","5805","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"0c:d9:96:38:8d:c4","L4m82az","5805","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"ec:1a:59:ce:a2:a6","belkin.2a4.media","5805","40.7510079","-73.9404956","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"44:1e:98:2a:b4:f8","#Battery Park City Free WiFi","2437","40.7092419","-74.0107596","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"62:f8:53:8f:8c:86","","5280","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"ce:40:d0:a0:52:46","SMW-Guests","2422","40.7510079","-73.9404956","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"a0:e0:af:3c:43:ad","","5785","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"a0:e0:af:3c:43:ae","","5785","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"10:be:f5:22:f6:fe","dlink-F6FC","5745","40.7296324","-73.9869729","false","true","false","true","false","false","false","false","true","false","false","true","false","false"
"b8:f8:53:3d:a1:5a","nutik","5520","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"ac:86:74:d0:59:b0","MB Guest","5745","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"24:5a:4c:7a:c6:48","LeDistrict_Internal","5785","40.7127802","-74.0160768","false","false","false","true","false","false","false","false","false","false","true","true","false","false"
"f2:72:ea:1d:bb:59","Wasteman Koenigsberger","2437","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"24:94:cb:ad:11:af","JessHannah","5240","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"24:c9:a1:56:d4:0c","Spectrum","5680","40.7160743","-73.9954326","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"10:da:43:bb:e2:f1","ISACC HOME-5G","5765","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"48:8f:5a:96:c0:38","nycmesh-4026-omni","5180","40.7296324","-73.9869729","false","true","false","true","false","false","false","false","false","false","false","true","false","false"
"30:57:8e:5b:ee:48","Teo","5180","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"14:35:8b:19:2d:45","125 Canal St_5G","5180","40.7160743","-73.9954326","false","true","false","true","false","false","false","false","true","false","false","true","false","false"
"a8:a7:95:f1:67:6e","Clemens' WiFi 5","5745","40.7510079","-73.9404956","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"b8:f8:53:7b:21:83","RAMTOWN","5660","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"d8:38:fc:56:1c:18","LinkNYC Free Wi-Fi","2437","40.7600849","-73.9649122","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"d8:38:fc:56:12:c8","LinkNYC Free Wi-Fi","2462","40.7600849","-73.9649122","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"f6:92:bf:12:bd:da","LMDC-GUEST","5180","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"c4:10:8a:63:1b:fc","Spectrum","5580","40.7296324","-73.9869729","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"90:3a:72:3e:03:9c","Spectrum Mobile","5200","40.7488859","-73.940882","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"82:54:25:7b:2d:ac","xfinitywifi","5805","40.7092419","-74.0107596","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"74:3e:2b:28:c5:1c","Carrier WiFi","5300","40.7296324","-73.9869729","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"6a:f8:53:82:3a:f6","","5240","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"b0:39:56:5c:b8:65","NETGEAR35","2457","40.7488859","-73.940882","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"d8:38:fc:56:12:cc","LinkNYC Free Wi-Fi","5500","40.7600849","-73.9649122","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"b8:f8:53:fc:1f:7c","Fios-pH9vY","5260","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"3c:bd:c5:1d:cb:2a","Fios-g9cGY","2412","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"3c:bd:c5:1d:cb:2b","Fios-g9cGY","5805","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"3c:bd:c5:1d:cb:2c","Fios-g9cGY","5300","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"3c:bd:c5:19:54:24","Fios-r7W5X","5300","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"b8:f8:53:fc:1f:7b","Fios-pH9vY","5805","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"b8:f8:53:57:12:44","Fios-pXbC6","5580","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"ec:58:ea:08:be:9c","HB","5805","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"62:bd:c5:0a:3d:56","Fios-SDkM3","5765","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"62:bd:c5:0a:3d:55","","5765","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"0e:30:44:62:a8:a8","ICEmployee","5745","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"6a:bd:c5:1b:8a:88","","5680","40.7510079","-73.9404956","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"26:18:d6:21:48:f0","Cbwguest","5180","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"1c:3a:60:53:b5:88","BPCA_Staff","2412","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"ac:35:ee:21:e7:fb","Nexar(5G)-2a064f","5220","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"d8:38:fc:56:1c:2c","LinkNYC Free Wi-Fi","5560","undefined","undefined","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"48:8f:5a:50:a8:04","nycmesh-7347-omni","5180","40.7160743","-73.9954326","false","true","false","true","false","false","false","false","false","false","false","true","false","false"
"d8:38:fc:56:1c:28","LinkNYC Free Wi-Fi","2437","undefined","undefined","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"28:80:a2:77:ed:3a","Verizon-MiFi8800L-ED3A","5745","40.7510079","-73.9404956","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"f8:e4:fb:c8:38:1b","PC2LN","2412","40.7459372","-73.92002","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"08:95:2a:1a:fe:68","TC8717T62","2462","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"b0:e4:d5:64:6b:7e","Chance the Router","5180","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"62:a2:22:e7:0f:bb","","5805","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"3c:bd:c5:89:c6:e0","Verizon_F6JNRG","5320","40.7510079","-73.9404956","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"d8:38:fc:56:1c:1c","LinkNYC Free Wi-Fi","5540","40.7600849","-73.9649122","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"e0:63:da:b1:9a:8b","Battery","2462","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"78:a3:51:17:ac:c4","MOFI_M1J77_102","2462","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"62:bd:c5:41:39:78","","5805","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"08:b4:b1:5a:2b:db","everyday i'm buffering","5745","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"f4:69:42:0b:6a:56","SpectrumSetup-57","5220","40.7510079","-73.9404956","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"90:3a:72:3e:03:98","Spectrum Mobile","2462","40.7488859","-73.940882","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"06:8d:cb:6f:e0:e3","PREMISEHEALTH","5200","40.7127802","-74.0160768","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"8a:15:04:82:d2:92","ROOT(BKN legacy)","2437","40.7247562","-73.9572912","false","true","false","true","false","false","false","false","false","false","false","true","false","false"
"d8:38:fc:16:0e:9c","Carrier WiFi","5260","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"d8:38:fc:16:0e:9d","Carrier WiFi4","5260","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"c8:99:b2:1a:71:d2","Verizon_ZJ46SG","5320","40.7510079","-73.9404956","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"78:a3:51:60:92:fc","MOFI_M4E46_143","2447","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"80:8d:b7:b1:a0:c0","TD-WIFI","2412","40.7406798","-73.9196323","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
